Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Release Code,Release,Unit,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023,Y2024
"5404,""'155"",""Western Europe"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.58"",,,"
"5404,""'155"",""Western Europe"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.24"",,,"
"5404,""'155"",""Western Europe"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.73"",,,"
"5404,""'155"",""Western Europe"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.76"",,,"
"5404,""'155"",""Western Europe"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.07"",,,"
"5404,""'155"",""Western Europe"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""2.3"",""2.1"",""2.4"",""2.3"",""2.3"",""2.2"",""2.2"",""2.2"""
"5404,""'155"",""Western Europe"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""2.3"",""2.1"",""2.5"",""2.3"",""2.4"",""2.2"",,"
"5404,""'155"",""Western Europe"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""4.4"",""4"",""4.8"",""4.4"",""4.6"",""4.3"",""4.3"",""4.3"""
"5404,""'155"",""Western Europe"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""4.4"",""4"",""4.9"",""4.5"",""4.8"",""4.4"",,"
"5500,""'009"",""Oceania"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""2.73"",""2.73"",""2.84"",""2.94"",""3.09"",""3.45"",""3.75"",""3.86"""
"5500,""'009"",""Oceania"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.37"",,,"
"5500,""'009"",""Oceania"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.76"",,,"
"5500,""'009"",""Oceania"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.3"",,,"
"5500,""'009"",""Oceania"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.77"",,,"
"5500,""'009"",""Oceania"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.77"",,,"
"5500,""'009"",""Oceania"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.11"",,,"
"5500,""'009"",""Oceania"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""15.5"",""16.3"",""17.8"",""21.2"",""22.4"",""20.1"",""19.7"",""19.6"""
"5500,""'009"",""Oceania"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""15.7"",""16.4"",""18"",""21.2"",""22.5"",""20.2"",,"
"5500,""'009"",""Oceania"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""6.5"",""7"",""7.8"",""9.3"",""10"",""9.1"",""9"",""9"""
"5500,""'009"",""Oceania"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""6.6"",""7"",""7.8"",""9.4"",""10"",""9.1"",,"
"5501,""'053"",""Australia and New Zealand"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""2.49"",""2.46"",""2.55"",""2.67"",""2.73"",""3.08"",""3.33"",""3.38"""
"5501,""'053"",""Australia and New Zealand"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.29"",,,"
"5501,""'053"",""Australia and New Zealand"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.59"",,,"
"5501,""'053"",""Australia and New Zealand"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.29"",,,"
"5501,""'053"",""Australia and New Zealand"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.67"",,,"
"5501,""'053"",""Australia and New Zealand"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.82"",,,"
"5501,""'053"",""Australia and New Zealand"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.07"",,,"
"5501,""'053"",""Australia and New Zealand"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""2.9"",""3.2"",""3.2"",""3.5"",""3.2"",""3.2"",""3.2"",""3.2"""
"5501,""'053"",""Australia and New Zealand"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""2.9"",""3.2"",""3.2"",""3.5"",""3.2"",""3.2"",,"
"5501,""'053"",""Australia and New Zealand"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""0.8"",""1"",""1"",""1.1"",""1"",""1"",""1"",""1"""
"5501,""'053"",""Australia and New Zealand"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""0.8"",""1"",""1"",""1.1"",""1"",""1"",,"
"5801,""'199"",""Least Developed Countries (LDCs)"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""3.1"",""3.14"",""3.25"",""3.38"",""3.58"",""3.93"",""4.19"",""4.44"""
"5801,""'199"",""Least Developed Countries (LDCs)"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.64"",,,"
"5801,""'199"",""Least Developed Countries (LDCs)"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""1.18"",,,"
"5801,""'199"",""Least Developed Countries (LDCs)"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.33"",,,"
"5801,""'199"",""Least Developed Countries (LDCs)"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.59"",,,"
"5801,""'199"",""Least Developed Countries (LDCs)"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.43"",,,"
"5801,""'199"",""Least Developed Countries (LDCs)"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.2"",,,"
"5801,""'199"",""Least Developed Countries (LDCs)"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""68.6"",""66.5"",""65.8"",""66.6"",""65.6"",""64.5"",""64.1"",""63.9"""
"5801,""'199"",""Least Developed Countries (LDCs)"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""67.8"",""65.9"",""65.2"",""65.8"",""64.9"",""64"",,"
"5801,""'199"",""Least Developed Countries (LDCs)"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""692"",""687.4"",""696"",""721.4"",""728.2"",""732.2"",""744.3"",""758.9"""
"5801,""'199"",""Least Developed Countries (LDCs)"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""684.2"",""681.1"",""689.5"",""713.2"",""720.4"",""726.1"",,"
"5802,""'432"",""Land Locked Developing Countries (LLDCs)"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""3.2"",""3.2"",""3.3"",""3.46"",""3.66"",""4.04"",""4.31"",""4.55"""
"5802,""'432"",""Land Locked Developing Countries (LLDCs)"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.61"",,,"
"5802,""'432"",""Land Locked Developing Countries (LLDCs)"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""1.1"",,,"
"5802,""'432"",""Land Locked Developing Countries (LLDCs)"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.35"",,,"
"5802,""'432"",""Land Locked Developing Countries (LLDCs)"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.57"",,,"
"5802,""'432"",""Land Locked Developing Countries (LLDCs)"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.68"",,,"
"5802,""'432"",""Land Locked Developing Countries (LLDCs)"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.2"",,,"
"5802,""'432"",""Land Locked Developing Countries (LLDCs)"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""56.8"",""53.6"",""52.8"",""54"",""53.9"",""54.1"",""53.4"",""53.5"""
"5802,""'432"",""Land Locked Developing Countries (LLDCs)"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""55.1"",""52.9"",""51.9"",""53.1"",""53"",""53.2"",,"
"5802,""'432"",""Land Locked Developing Countries (LLDCs)"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""285.9"",""276.4"",""278.9"",""292.3"",""298.6"",""306.2"",""309.6"",""317.2"""
"5802,""'432"",""Land Locked Developing Countries (LLDCs)"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""277.6"",""272.5"",""274.1"",""287.6"",""293.7"",""301.3"",,"
"5803,""'722"",""Small Island Developing States (SIDS)"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""3.61"",""3.7"",""3.82"",""3.98"",""4.2"",""4.63"",""4.95"",""5.15"""
"5803,""'722"",""Small Island Developing States (SIDS)"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.62"",,,"
"5803,""'722"",""Small Island Developing States (SIDS)"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.92"",,,"
"5803,""'722"",""Small Island Developing States (SIDS)"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.44"",,,"
"5803,""'722"",""Small Island Developing States (SIDS)"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""1.15"",,,"
"5803,""'722"",""Small Island Developing States (SIDS)"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.79"",,,"
"5803,""'722"",""Small Island Developing States (SIDS)"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.18"",,,"
"5803,""'722"",""Small Island Developing States (SIDS)"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""46"",""44.8"",""44.9"",""48.2"",""48.5"",""48"",""48"",""48.2"""
"5803,""'722"",""Small Island Developing States (SIDS)"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""45.9"",""44.7"",""44.7"",""48"",""48.4"",""47.8"",,"
"5803,""'722"",""Small Island Developing States (SIDS)"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""31.6"",""31"",""31.3"",""33.9"",""34.4"",""34.3"",""34.6"",""35.1"""
"5803,""'722"",""Small Island Developing States (SIDS)"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""31.8"",""31.3"",""31.6"",""34.2"",""34.6"",""34.6"",,"
"5815,""'901"",""Low Income Food Deficit Countries (LIFDCs)"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""67.3"",""66"",""65.7"",""66.7"",""65.9"",""65.6"",,"
"5815,""'901"",""Low Income Food Deficit Countries (LIFDCs)"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""614.8"",""618.3"",""631.8"",""659.5"",""668.5"",""682.1"",,"
"5858,""'904"",""Low-income economies"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""2.99"",""2.99"",""3.07"",""3.24"",""3.47"",""3.83"",""4.12"",""4.41"""
"5858,""'904"",""Low-income economies"",""70070"",""Cost of starchy staples, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.66"",,,"
"5858,""'904"",""Low-income economies"",""70080"",""Cost of animal source foods, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""1.31"",,,"
"5858,""'904"",""Low-income economies"",""70090"",""Cost of legumes, nuts and seeds, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.34"",,,"
"5858,""'904"",""Low-income economies"",""70100"",""Cost of vegetables, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.53"",,,"
"5858,""'904"",""Low-income economies"",""70110"",""Cost of fruits, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.42"",,,"
"5858,""'904"",""Low-income economies"",""70120"",""Cost of oils and fats, PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",,,,,""0.22"",,,"
"5858,""'904"",""Low-income economies"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""%"",""72.4"",""70.6"",""70.3"",""71.9"",""71.6"",""70.9"",""71.3"",""72"""
"5858,""'904"",""Low-income economies"",""7005"",""Prevalence of unaffordability (PUA), percent"",""6121"",""Value"",""12U2024"",""December 2024 (Update)"",""%"",""73.9"",""72.5"",""72.3"",""73"",""72"",""71.4"",,"
"5858,""'904"",""Low-income economies"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""million No"",""452"",""453.2"",""464.2"",""488.9"",""499.8"",""508.3"",""525.4"",""544.7"""
"5858,""'904"",""Low-income economies"",""7006"",""Number of people unable to afford a healthy diet (NUA), million"",""6132"",""Value"",""12U2024"",""December 2024 (Update)"",""million No"",""461.3"",""465.7"",""477.4"",""495.9"",""502.4"",""511.8"",,"
"5859,""'905"",""Lower-middle-income economies"",""70040"",""Cost of a healthy diet (CoHD), PPP dollar per person per day"",""6226"",""Value"",""7S2025"",""July 2025 (SOFI report)"",""Int$ (PPP) per person per day"",""3.2"",""3.25"",""3.33"",""3.49"",""3.68"",""4.07"",""4.33"",""4.48"""
